"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender","bike_share_for_all_trip"
369,"2019-01-31 23:17:16.0920","2019-01-31 23:23:25.3130",129,"Harrison St at 20th St",37.758862,-122.412544,75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,5166,"Subscriber",1988,"Female","No"
2236,"2019-01-31 22:45:49.4160","2019-01-31 23:23:05.4640",292,"Empire St at 1st St",37.3448821,-121.8969655,378,"Empire St at 7th St",37.34774456553247,-121.89079999923706,3826,"Subscriber","","","No"
292,"2019-01-31 23:17:18.7180","2019-01-31 23:22:11.5070",256,"Hearst Ave at Euclid Ave",37.875111692864444,-122.26055324077606,253,"Haste St at College Ave",37.86641794050319,-122.25379943847655,4503,"Subscriber",1997,"Male","No"
348,"2019-01-31 23:16:22.2190","2019-01-31 23:22:10.5660",119,"18th St at Noe St",37.7610471,-122.4326417,123,"Folsom St at 19th St",37.7605936,-122.4148171,5549,"Customer","","","No"
240,"2019-01-31 23:18:09.6890","2019-01-31 23:22:10.0900",183,"Telegraph Ave at 19th St",37.8087021,-122.2699271,195,"Bay Pl at Vernon St",37.81231409135146,-122.26077854633331,5078,"Subscriber",1971,"Male","No"
415,"2019-01-31 23:14:57.6230","2019-01-31 23:21:52.9310",223,"16th St Mission BART Station 2",37.7647652154977,-122.42009103298186,41,"Golden Gate Ave at Polk St",37.78127,-122.41874,4619,"Subscriber",1965,"Male","Yes"
141,"2019-01-31 23:18:46.0920","2019-01-31 23:21:07.0970",258,"University Ave at Oxford St",37.8723555,-122.2664467,244,"Shattuck Ave at Hearst Ave",37.87367621459825,-122.26848721504211,5104,"Subscriber",1997,"Male","Yes"
553,"2019-01-31 23:10:34.3040","2019-01-31 23:19:48.1990",235,"Union St at 10th St",37.8072393,-122.2893702,213,"32nd St at Adeline St",37.8238474,-122.2811926,666,"Subscriber",1987,"Male","No"
1890,"2019-01-31 22:47:26.2730","2019-01-31 23:18:56.9710",85,"Church St at Duboce Ave",37.7700831,-122.4291557,131,"22nd St at Dolores St",37.75500026037814,-122.42572769522668,5427,"Subscriber",1989,"Male","No"
171,"2019-01-31 23:16:03.1630","2019-01-31 23:18:54.6010",89,"Division St at Potrero Ave",37.76921786152374,-122.40764558315276,101,"15th St at Potrero Ave",37.767078504583665,-122.40735858678818,827,"Subscriber",1987,"Male","No"
237,"2019-01-31 23:14:49.2940","2019-01-31 23:18:47.2540",258,"University Ave at Oxford St",37.8723555,-122.2664467,239,"Bancroft Way at Telegraph Ave",37.8688126,-122.258764,4913,"Subscriber",1998,"Male","Yes"
538,"2019-01-31 23:09:17.2440","2019-01-31 23:18:16.0520",47,"4th St at Harrison St",37.78095459960753,-122.39974915981291,284,"Yerba Buena Center for the Arts (Howard St at 3rd St)",37.78487208436062,-122.40087568759917,5031,"Subscriber",1980,"Other","Yes"
250,"2019-01-31 23:13:46.6280","2019-01-31 23:17:56.7720",238,"MLK Jr Way at University Ave",37.8717192,-122.2730677,252,"Channing Way at Shattuck Ave",37.8658466,-122.2674431,4677,"Subscriber",1996,"Male","Yes"
698,"2019-01-31 23:05:07.9230","2019-01-31 23:16:46.3810",87,"Folsom St at 13th St",37.769757,-122.415674,141,"Valencia St at Cesar Chavez St",37.7479981,-122.4202187,4651,"Subscriber",1981,"Male","No"
678,"2019-01-31 23:04:57.4550","2019-01-31 23:16:15.8730",310,"San Fernando St at 4th St",37.335885,-121.88566,305,"Ryland Park",37.342725,-121.895617,313,"Subscriber",1992,"Male","Yes"
400,"2019-01-31 23:09:31.1900","2019-01-31 23:16:11.5500",20,"Mechanics Monument Plaza (Market St at Bush St)",37.7913,-122.399051,323,"Broadway at Kearny",37.79801364395978,-122.40595042705534,134,"Customer",1991,"Male","No"
312,"2019-01-31 23:10:50.9180","2019-01-31 23:16:03.3490",262,"West St at University Ave",37.869966707604036,-122.28653311729431,263,"Channing Way at San Pablo Ave",37.8628271,-122.2902305,3239,"Subscriber",1981,"Female","No"
768,"2019-01-31 23:02:46.2310","2019-01-31 23:15:34.4910",47,"4th St at Harrison St",37.78095459960753,-122.39974915981291,130,"22nd St Caltrain Station",37.75771842163036,-122.39181250333785,5294,"Customer",1994,"Male","No"
235,"2019-01-31 23:11:33.5250","2019-01-31 23:15:28.9170",141,"Valencia St at Cesar Chavez St",37.7479981,-122.4202187,121,"Mission Playground",37.7592103,-122.4213392,4553,"Subscriber",1972,"Male","No"
511,"2019-01-31 23:06:09.5890","2019-01-31 23:14:41.4070",54,"Alamo Square (Steiner St at Fulton St)",37.77754677017323,-122.43327409029006,61,"Howard St at 8th St",37.7765126,-122.4113061,5411,"Subscriber",1999,"Male","No"
415,"2019-01-31 23:07:45.6380","2019-01-31 23:14:40.7000",28,"The Embarcadero at Bryant St",37.78716801474664,-122.38809792330358,8,"The Embarcadero at Vallejo St",37.799953,-122.398525,2584,"Customer",1992,"Male","No"
1001,"2019-01-31 22:57:50.0010","2019-01-31 23:14:31.0470",34,"Father Alfred E Boeddeker Park",37.7839879,-122.412408,110,"17th & Folsom Street Park (17th St at Folsom St)",37.7637085,-122.4152042,5125,"Subscriber",1982,"Male","Yes"
705,"2019-01-31 23:02:45.1870","2019-01-31 23:14:31.0040",129,"Harrison St at 20th St",37.758862,-122.412544,141,"Valencia St at Cesar Chavez St",37.7479981,-122.4202187,4719,"Customer",1991,"Male","No"
1234,"2019-01-31 22:52:49.8850","2019-01-31 23:13:24.3800",17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,122,"19th St at Mission St",37.760299,-122.418892,1320,"Subscriber",1969,"Male","No"
241,"2019-01-31 23:07:49.9950","2019-01-31 23:11:51.8030",250,"North Berkeley BART Station",37.873558,-122.283093,351,"10th St at University Ave",37.86906047545393,-122.29339957237242,5256,"Subscriber",1970,"Male","Yes"
544,"2019-01-31 23:01:28.1250","2019-01-31 23:10:32.3780",279,"Santa Clara St at 7th St",37.3391456,-121.8841054,278,"The Alameda at Bush St",37.3319323,-121.9048882,496,"Subscriber",1994,"Male","Yes"
468,"2019-01-31 23:02:34.8500","2019-01-31 23:10:23.5720",262,"West St at University Ave",37.869966707604036,-122.28653311729431,258,"University Ave at Oxford St",37.8723555,-122.2664467,5104,"Subscriber",1998,"Male","Yes"
542,"2019-01-31 23:01:04.6290","2019-01-31 23:10:07.0120",27,"Beale St at Harrison St",37.7880593,-122.3918648,34,"Father Alfred E Boeddeker Park",37.7839879,-122.412408,5114,"Subscriber",1995,"Male","No"
2797,"2019-01-31 22:23:05.9800","2019-01-31 23:09:43.5410",70,"Central Ave at Fell St",37.77331087889723,-122.44429260492325,29,"O'Farrell St at Divisadero St",37.782404601934104,-122.43944585323335,4533,"Subscriber",1979,"Male","No"
593,"2019-01-31 22:59:12.9640","2019-01-31 23:09:06.2920",252,"Channing Way at Shattuck Ave",37.8658466,-122.2674431,268,"Ellsworth St at Russell St",37.85749021457153,-122.26157784461977,1224,"Subscriber",1992,"Female","No"
231,"2019-01-31 23:04:03.4780","2019-01-31 23:07:55.1120",239,"Bancroft Way at Telegraph Ave",37.8688126,-122.258764,253,"Haste St at College Ave",37.86641794050319,-122.25379943847655,3232,"Subscriber",1994,"Male","No"
260,"2019-01-31 23:03:09.8390","2019-01-31 23:07:29.9020",75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,86,"Market St at Dolores St",37.7693053,-122.4268256,4370,"Subscriber",1982,"Male","No"
2107,"2019-01-31 22:32:10.7950","2019-01-31 23:07:18.1880",58,"Market St at 10th St",37.776619,-122.417385,56,"Koshland Park",37.77341396997343,-122.42731690406801,5027,"Subscriber",1992,"Male","No"
2082,"2019-01-31 22:32:05.7190","2019-01-31 23:06:47.9590",133,"Valencia St at 22nd St",37.7552126,-122.4209752,37,"2nd St at Folsom St",37.78499972833808,-122.39593561749642,5142,"Subscriber","","","No"
1447,"2019-01-31 22:42:40.2770","2019-01-31 23:06:47.7020",121,"Mission Playground",37.7592103,-122.4213392,37,"2nd St at Folsom St",37.78499972833808,-122.39593561749642,5399,"Customer","","","No"
385,"2019-01-31 22:59:43.1420","2019-01-31 23:06:08.9080",11,"Davis St at Jackson St",37.79728,-122.398436,343,"Bryant St at 2nd St",37.783171989315306,-122.39357203245163,4969,"Subscriber",1967,"Male","No"
473,"2019-01-31 22:56:51.8080","2019-01-31 23:04:45.1280",88,"11th St at Bryant St",37.7700298,-122.4117258,91,"Berry St at King St",37.771762110313176,-122.39843755960464,3717,"Subscriber",1976,"Male","No"
257,"2019-01-31 23:00:26.0520","2019-01-31 23:04:43.4750",310,"San Fernando St at 4th St",37.335885,-121.88566,357,"2nd St at Julian St",37.34113203547954,-121.89284384250641,3815,"Subscriber",1995,"Male","Yes"
195,"2019-01-31 23:00:52.5170","2019-01-31 23:04:08.1700",385,"Woolsey St at Sacramento St",37.8505777,-122.2781754,241,"Ashby BART Station",37.8524766,-122.2702132,644,"Subscriber",1972,"Male","No"
648,"2019-01-31 22:52:18.8770","2019-01-31 23:03:07.4150",22,"Howard St at Beale St",37.789756,-122.394643,6,"The Embarcadero at Sansome St",37.80477,-122.403234,3279,"Subscriber",1979,"Male","No"
659,"2019-01-31 22:51:50.0080","2019-01-31 23:02:49.1260",336,"Potrero Ave and Mariposa St",37.76328094058097,-122.4073773622513,41,"Golden Gate Ave at Polk St",37.78127,-122.41874,5029,"Subscriber",1980,"Male","Yes"
544,"2019-01-31 22:52:56.9340","2019-01-31 23:02:01.8320",127,"Valencia St at 21st St",37.7567083,-122.421025,60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,2324,"Subscriber",1991,"Female","No"
586,"2019-01-31 22:52:13.8200","2019-01-31 23:02:00.7610",127,"Valencia St at 21st St",37.7567083,-122.421025,60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,3455,"Subscriber",1988,"Male","No"
272,"2019-01-31 22:57:24.2100","2019-01-31 23:01:56.3630",239,"Bancroft Way at Telegraph Ave",37.8688126,-122.258764,244,"Shattuck Ave at Hearst Ave",37.87367621459825,-122.26848721504211,3472,"Subscriber",1998,"Male","No"
619,"2019-01-31 22:51:29.6560","2019-01-31 23:01:48.7800",349,"Howard St at Mary St",37.78100971717512,-122.40566611289978,365,"Turk St at Fillmore St",37.78045005996349,-122.43194639682768,4794,"Subscriber",1991,"Female","No"
587,"2019-01-31 22:51:24.4010","2019-01-31 23:01:12.1370",101,"15th St at Potrero Ave",37.767078504583665,-122.40735858678818,356,"Valencia St at Clinton Park",37.769188178104585,-122.42228507995605,1396,"Subscriber",1994,"Male","No"
234,"2019-01-31 22:56:28.6100","2019-01-31 23:00:23.1760",310,"San Fernando St at 4th St",37.335885,-121.88566,357,"2nd St at Julian St",37.34113203547954,-121.89284384250641,4018,"Subscriber",1994,"Male","Yes"
470,"2019-01-31 22:52:31.3960","2019-01-31 23:00:21.9830",121,"Mission Playground",37.7592103,-122.4213392,336,"Potrero Ave and Mariposa St",37.76328094058097,-122.4073773622513,5405,"Subscriber",1984,"Female","No"
220,"2019-01-31 22:56:30.9750","2019-01-31 23:00:11.7590",310,"San Fernando St at 4th St",37.335885,-121.88566,357,"2nd St at Julian St",37.34113203547954,-121.89284384250641,4050,"Subscriber",1994,"Male","Yes"
127,"2019-01-31 22:58:02.4230","2019-01-31 23:00:10.4140",341,"Fountain Alley at S 2nd St",37.33618830029063,-121.88927650451659,311,"Paseo De San Antonio at 2nd St",37.333798,-121.886943,2577,"Subscriber",1991,"Male","No"
662,"2019-01-31 22:49:00.7820","2019-01-31 23:00:03.6130",177,"MacArthur Blvd at Telegraph Ave",37.8262863,-122.2651002,210,"45th St at Manila",37.8332935222321,-122.25622415542603,1548,"Subscriber",1983,"Male","No"
1060,"2019-01-31 22:42:22.6760","2019-01-31 23:00:02.7060",27,"Beale St at Harrison St",37.7880593,-122.3918648,139,"Garfield Square (25th St at Harrison St)",37.7510171,-122.4119009,4659,"Subscriber",1980,"Male","No"
